6.15356e-07,-0.0519952,-0.00102262,-0.295272,5.00354,-8.44961e+07,-1,2.9973e-07,1,0
2.65508e-06,-0.0529142,0.000549947,-0.296352,5.00657,-1.99295e+07,-1,1.60072e-09,1,0
3.43545e-06,-0.0533656,0.00054468,-0.296449,5.00258,-1.55338e+07,-1,6.06209e-10,1,0
4.57429e-06,-0.0530857,0.000394876,-0.295619,5.00143,-1.16052e+07,-1,2.88934e-10,1,0
5.34372e-06,-0.0528651,-0.000116105,-0.295109,5.00136,-9.89295e+06,-1,3.31855e-10,1,0
6.70611e-06,-0.0540399,0.000960067,-0.294566,4.99773,-8.05831e+06,-1,1.06859e-09,1,0
7.27501e-06,-0.0541727,0.000260445,-0.294375,4.99762,-7.44641e+06,-1,2.30434e-10,1,0
8.29018e-06,-0.0542157,-0.000422037,-0.294159,4.99775,-6.53975e+06,-1,3.433e-10,1,0
9.08136e-06,-0.0548675,-0.000508545,-0.294385,4.9921,-6.04177e+06,-1,2.63568e-10,1,0
9.79174e-06,-0.0550212,-0.000844639,-0.295071,4.9884,-5.61915e+06,-1,3.34263e-11,1,0
1.14705e-05,-0.0555282,-0.00202758,-0.296003,4.98866,-4.84096e+06,-1,1.03163e-09,1,0
1.35629e-05,-0.0552499,-0.0014286,-0.296847,4.98921,-4.07362e+06,-1,1.41861e-09,1,0
1.47452e-05,-0.0559274,-0.0024718,-0.297675,4.98893,-3.79293e+06,-1,2.36801e-09,1,0
1.53638e-05,-0.0563924,-0.00281116,-0.297928,4.98284,-3.67047e+06,-1,2.0482e-10,1,0
1.6434e-05,-0.056317,-0.00227442,-0.299078,4.98495,-3.42685e+06,-1,4.94627e-11,1,0
1.73063e-05,-0.0562279,-0.00187049,-0.300157,4.98495,-3.24899e+06,-1,4.94627e-11,1,0
1.91059e-05,-0.0554563,-0.000845915,-0.299825,4.98627,-2.90257e+06,-1,6.77875e-10,1,0
1.95246e-05,-0.0557856,-0.000661912,-0.299529,4.98924,-2.85719e+06,-1,3.31539e-10,1,0
2.12361e-05,-0.0566243,-0.00132542,-0.299464,4.98597,-2.66641e+06,-1,9.84937e-11,1,0
2.28576e-05,-0.0561696,-0.00147128,-0.300009,4.98445,-2.45737e+06,-1,4.35988e-10,1,0
2.40972e-05,-0.0565068,-0.000861447,-0.299428,4.98378,-2.34495e+06,-1,1.13967e-09,1,0
2.44376e-05,-0.0566668,-0.00105135,-0.299179,4.98449,-2.31884e+06,-1,6.43476e-11,1,0
2.50872e-05,-0.0567218,-0.00122874,-0.299466,4.9874,-2.26098e+06,-1,3.30726e-10,1,0
2.58516e-05,-0.0567258,-0.000882496,-0.300094,4.98807,-2.19428e+06,-1,9.21801e-11,1,0
2.80148e-05,-0.0570182,-0.00181391,-0.299611,4.98798,-2.03529e+06,-1,7.83392e-11,1,0
2.90692e-05,-0.0569962,-0.00149841,-0.298786,4.98677,-1.96071e+06,-1,2.96136e-10,1,0
3.04935e-05,-0.0570717,-0.00191029,-0.299081,4.98488,-1.8716e+06,-1,1.61757e-10,1,0
3.11729e-05,-0.0571536,-0.00151769,-0.299747,4.98578,-1.83344e+06,-1,7.80172e-11,1,0
3.20968e-05,-0.0579524,-0.0011417,-0.299535,4.98366,-1.80555e+06,-1,6.39587e-10,1,0
3.27649e-05,-0.0578224,-0.00165555,-0.299629,4.98277,-1.76477e+06,-1,1.77022e-10,1,0
3.37404e-05,-0.0573056,-0.00220883,-0.299827,4.97892,-1.69842e+06,-1,1.47832e-10,1,0
3.54462e-05,-0.0557555,-0.00309769,-0.299538,4.97843,-1.57296e+06,-1,1.32047e-09,1,0
3.72401e-05,-0.0553279,-0.00364335,-0.299546,4.97746,-1.48571e+06,-1,9.37986e-10,1,0
3.94284e-05,-0.056076,-0.00415935,-0.299314,4.97874,-1.42222e+06,-1,8.78038e-10,1,0
4.0353e-05,-0.0562954,-0.00368833,-0.300388,4.9783,-1.39507e+06,-1,9.28109e-10,1,0
4.11708e-05,-0.0559935,-0.00367671,-0.299851,4.97945,-1.36003e+06,-1,1.94708e-10,1,0
4.30334e-05,-0.0542826,-0.00385304,-0.300434,4.98169,-1.26141e+06,-1,6.37395e-10,1,0
4.41472e-05,-0.054968,-0.00306213,-0.29997,4.98081,-1.24511e+06,-1,1.18117e-09,1,0
4.4737e-05,-0.0547999,-0.00258637,-0.299488,4.97724,-1.22493e+06,-1,5.54124e-11,1,0
4.64678e-05,-0.0536115,-0.00432656,-0.298711,4.97626,-1.15374e+06,-1,1.67613e-09,1,0
4.72841e-05,-0.0546861,-0.0042381,-0.298719,4.97553,-1.15654e+06,-1,3.74827e-12,1,0
4.88239e-05,-0.0536517,-0.00487232,-0.300083,4.97744,-1.09888e+06,-1,6.77172e-10,1,0
5.01063e-05,-0.0543334,-0.00586955,-0.30059,4.97586,-1.08436e+06,-1,2.92491e-10,1,0
5.09312e-05,-0.0547695,-0.00606674,-0.300731,4.97401,-1.07536e+06,-1,4.71783e-10,1,0
5.19001e-05,-0.055286,-0.00567698,-0.301187,4.97596,-1.06524e+06,-1,9.77615e-10,1,0
5.29705e-05,-0.0563999,-0.00556589,-0.301048,4.97379,-1.06474e+06,-1,1.21927e-09,1,0
5.4016e-05,-0.0575846,-0.00551517,-0.300838,4.97322,-1.06607e+06,-1,1.01802e-10,1,0
5.44874e-05,-0.0581164,-0.00572389,-0.301089,4.97458,-1.0666e+06,-1,6.23774e-10,1,0
5.54972e-05,-0.058572,-0.00495636,-0.300094,4.97456,-1.0554e+06,-1,6.23774e-10,1,0
5.64297e-05,-0.0588364,-0.00387383,-0.299892,4.97527,-1.04265e+06,-1,9.28822e-12,1,0
