30, 0.4, 0.45, 0.55, 0.4, 0.5
50, 0.6, 0.6, 0.55, 0.65, 0.35
75, 0.65, 0.55, 0.55, 0.7, 0.6
100, 0.7, 0.65, 0.75, 0.7, 0.65
