30, 0.55, 0.6, 0.5, 0.35, 0.6
50, 0.65, 0.45, 0.65, 0.45, 0.7
75, 0.7, 0.55, 0.7, 0.6, 0.65
100, 0.8, 0.7, 0.75, 0.6, 0.6
